"Date","Price","Open","High","Low","Vol.","Change %"
"09/13/2022","86.89","87.82","88.90","84.66","183.48K","-0.59%"
"09/12/2022","87.41","85.84","88.64","84.78","133.78K","1.22%"
"09/09/2022","86.36","82.30","86.68","82.23","139.12K","3.96%"
"09/08/2022","83.07","81.57","83.72","80.89","131.42K","1.76%"
"09/07/2022","81.63","86.53","87.33","81.18","123.25K","-5.64%"
"09/06/2022","86.51","86.49","89.99","85.88","104.66K","-2.36%"
"09/05/2022","88.60","87.86","89.97","87.58","25.35K","0.87%"
"09/04/2022","87.84","87.06","87.87","86.75","1.34K","1.57%"
"09/02/2022","86.48","85.99","89.15","85.93","81.80K","0.30%"
"09/01/2022","86.22","88.31","89.10","85.62","85.18K","-3.16%"
"08/31/2022","89.03","91.85","92.26","87.92","99.45K","-2.35%"
"08/30/2022","91.17","95.80","96.82","90.06","120.37K","-5.22%"
"08/29/2022","96.19","92.28","96.46","91.66","85.04K","4.11%"
"08/26/2022","92.39","92.68","93.62","90.69","100.62K","0.22%"
"08/25/2022","92.19","94.82","95.30","91.95","81.50K","-2.34%"
"08/24/2022","94.40","93.23","94.92","92.36","92.60K","1.23%"
"08/23/2022","93.25","90.10","93.65","90.10","92.18K","3.20%"
"08/22/2022","90.36","89.63","91.03","86.28","352.67K","-0.09%"
"08/19/2022","90.44","90.00","91.69","87.95","255.42K","0.37%"
"08/18/2022","90.11","87.10","91.03","86.92","247.56K","2.76%"
"08/17/2022","87.69","86.71","88.66","85.48","187.60K","1.78%"
"08/16/2022","86.16","87.39","90.07","85.37","191.53K","-3.03%"
"08/15/2022","88.85","91.30","91.47","86.29","134.21K","-2.85%"
"08/12/2022","91.46","93.33","94.02","90.53","132.28K","-2.21%"
"08/11/2022","93.53","90.82","94.17","90.57","162.98K","2.55%"
"08/10/2022","91.20","89.71","91.63","87.04","157.22K","1.71%"
"08/09/2022","89.67","89.87","91.80","88.29","130.89K","-0.29%"
"08/08/2022","89.93","87.52","90.06","86.33","130.08K","2.10%"
"08/05/2022","88.08","87.04","89.72","86.06","134.18K","0.59%"
"08/04/2022","87.56","89.99","90.88","86.62","107.06K","-2.43%"
"08/03/2022","89.74","92.69","95.33","89.47","141.60K","-3.73%"
"08/02/2022","93.22","92.20","95.09","91.11","133.90K","0.90%"
"08/01/2022","92.39","96.44","96.68","90.96","144.82K","-4.51%"
"07/29/2022","96.75","95.42","99.75","94.59","116.64K","2.22%"
"07/28/2022","94.65","96.09","97.82","94.28","96.14K","-0.67%"
"07/27/2022","95.29","93.51","96.53","92.30","105.40K","2.59%"
"07/26/2022","92.88","93.95","96.60","92.64","89.07K","-1.63%"
"07/25/2022","94.42","92.83","94.62","90.79","92.70K","2.15%"
"07/22/2022","92.43","93.78","95.24","91.77","106.60K","-1.44%"
"07/21/2022","93.78","96.88","96.93","91.84","106.70K","-6.11%"
"07/20/2022","99.88","100.34","100.72","98.16","315.62K","-0.85%"
"07/19/2022","100.74","98.86","100.99","96.52","327.21K","1.33%"
"07/18/2022","99.42","94.34","99.62","92.88","291.70K","5.13%"
"07/15/2022","94.57","93.51","96.05","91.64","189.25K","1.87%"
"07/14/2022","92.83","94.14","94.49","88.23","255.52K","-1.07%"
"07/13/2022","93.83","93.30","95.34","91.14","187.17K","0.56%"
"07/12/2022","93.31","100.57","100.57","92.83","191.25K","-7.81%"
"07/11/2022","101.21","101.33","102.00","97.94","142.49K","-0.32%"
"07/08/2022","101.53","98.92","101.97","98.40","124.09K","2.30%"
"07/07/2022","99.25","94.62","100.78","93.00","144.92K","4.50%"
"07/06/2022","94.98","97.44","99.11","92.18","166.60K","-1.60%"
"07/05/2022","96.52","105.60","108.28","94.62","199.37K","-10.02%"
"07/04/2022","107.27","105.18","107.63","104.27","16.25K","1.98%"
"07/03/2022","105.19","105.60","105.78","105.14","0.34K","-0.19%"
"07/01/2022","105.39","103.33","106.26","101.94","99.69K","2.22%"
"06/30/2022","103.10","106.67","107.76","102.68","156.01K","-3.65%"
"06/29/2022","107.01","109.00","111.14","106.45","101.28K","-1.73%"
"06/28/2022","108.89","107.00","109.31","106.59","107.61K","2.36%"
"06/27/2022","106.38","104.37","107.28","102.48","90.13K","1.85%"
"06/24/2022","104.45","101.31","105.44","100.84","116.65K","2.83%"
"06/23/2022","101.58","102.53","104.62","100.24","120.06K","-2.32%"
"06/22/2022","103.99","107.33","107.56","99.66","141.20K","-5.05%"
"06/21/2022","109.52","108.75","111.16","106.82","427.26K","0.62%"
"06/20/2022","108.85","108.98","109.16","106.83","127.95K","-0.11%"
"06/19/2022","108.97","108.88","109.34","108.77","4.81K","0.91%"
"06/17/2022","107.99","114.74","116.58","106.40","426.00K","-6.30%"
"06/16/2022","115.25","114.09","115.73","110.43","291.85K","1.91%"
"06/15/2022","113.09","116.41","116.93","112.37","198.93K","-2.73%"
"06/14/2022","116.26","118.45","120.88","114.20","203.95K","-1.68%"
"06/13/2022","118.25","117.71","119.57","114.90","150.05K","0.11%"
"06/10/2022","118.12","119.07","120.15","115.84","133.85K","-0.81%"
"06/09/2022","119.09","120.11","120.40","118.52","122.09K","-0.58%"
"06/08/2022","119.78","117.70","120.75","117.02","131.93K","2.29%"
"06/07/2022","117.10","116.66","118.00","115.04","140.80K","0.90%"
"06/06/2022","116.06","118.17","118.28","115.15","77.61K","-0.15%"
"06/03/2022","116.23","114.90","117.77","112.73","74.48K","1.69%"
"06/02/2022","114.30","112.27","115.10","108.94","114.86K","1.40%"
"06/01/2022","112.72","112.74","115.00","111.86","91.07K","0.72%"
"05/31/2022","111.91","112.10","117.07","111.50","113.51K","-2.50%"
"05/30/2022","114.78","112.73","114.98","112.52","21.25K","1.80%"
"05/29/2022","112.75","112.13","112.89","112.13","0.30K","0.46%"
"05/27/2022","112.23","111.25","112.42","110.06","57.72K","0.88%"
"05/26/2022","111.25","108.05","111.88","107.60","78.22K","3.25%"
"05/25/2022","107.75","107.68","108.97","106.71","56.92K","0.51%"
"05/24/2022","107.20","107.68","108.76","105.94","65.22K","-0.32%"
"05/23/2022","107.54","107.34","108.76","106.32","70.51K","-2.48%"
"05/20/2022","110.28","109.26","111.04","108.13","229.93K","0.35%"
"05/19/2022","109.89","106.96","110.16","103.24","340.08K","2.66%"
"05/18/2022","107.04","110.77","112.39","106.06","311.84K","-2.36%"
"05/17/2022","109.63","111.61","113.20","108.96","204.75K","-1.96%"
"05/16/2022","111.82","109.00","112.47","106.27","166.04K","3.25%"
"05/14/2022","108.30","108.30","108.30","108.30","","-0.30%"
"05/13/2022","108.63","104.91","108.77","104.64","134.31K","4.05%"
"05/12/2022","104.40","103.94","105.55","101.11","179.61K","0.36%"
"05/11/2022","104.03","97.74","104.74","96.93","179.72K","5.67%"
"05/10/2022","98.45","100.96","102.78","97.61","156.44K","-3.26%"
"05/09/2022","101.77","108.97","109.00","100.81","148.44K","-6.74%"
"05/07/2022","109.12","109.12","109.12","109.12","","0.73%"
"05/06/2022","108.33","107.07","109.53","105.72","119.33K","1.49%"
"05/05/2022","106.74","106.07","109.77","104.95","97.44K","0.49%"
"05/04/2022","106.22","101.99","107.00","101.41","92.05K","5.27%"
"05/03/2022","100.90","103.19","104.06","100.58","97.51K","-2.44%"
"05/02/2022","103.42","102.15","104.19","98.87","89.43K","0.47%"
"04/29/2022","102.94","103.12","105.99","102.14","98.35K","-0.51%"
"04/28/2022","103.47","100.59","103.77","98.75","104.93K","2.77%"
"04/27/2022","100.68","100.76","101.68","98.65","76.99K","0.27%"
"04/26/2022","100.41","97.77","101.50","96.37","100.12K","2.81%"
"04/25/2022","97.67","100.38","100.48","94.47","87.65K","-3.34%"
"04/22/2022","101.05","102.01","103.34","100.08","60.24K","-1.86%"
"04/21/2022","102.96","101.66","104.47","101.25","74.66K","0.75%"
"04/20/2022","102.19","102.38","103.96","99.88","299.03K","0.14%"
"04/19/2022","102.05","107.06","108.37","101.51","339.81K","-5.17%"
"04/18/2022","107.61","106.46","109.20","105.43","202.72K","1.16%"
"04/14/2022","106.38","103.79","107.00","101.69","159.77K","2.50%"
"04/13/2022","103.79","100.35","104.00","99.51","186.11K","3.63%"
"04/12/2022","100.15","94.84","100.82","94.52","168.89K","6.63%"
"04/11/2022","93.92","97.84","97.95","92.60","156.57K","-3.90%"
"04/08/2022","97.73","96.31","98.12","94.72","135.35K","2.32%"
"04/07/2022","95.51","96.29","97.95","93.21","168.76K","0.10%"
"04/06/2022","95.41","99.95","102.63","94.93","159.99K","-5.23%"
"04/05/2022","100.68","102.16","104.07","98.63","107.31K","-1.14%"
"04/04/2022","101.84","97.68","102.44","96.83","123.55K","3.73%"
"04/02/2022","98.18","98.18","98.18","98.18","","0.29%"
"04/01/2022","97.90","99.77","100.00","96.22","132.55K","-0.63%"
"03/31/2022","98.52","105.30","105.64","97.88","185.64K","-6.78%"
"03/30/2022","105.68","103.04","106.44","102.41","83.36K","3.56%"
"03/29/2022","102.05","101.29","105.45","96.52","119.63K","-1.32%"
"03/28/2022","103.42","110.22","110.22","100.43","125.75K","-6.88%"
"03/25/2022","111.06","108.29","111.26","105.86","103.66K","1.49%"
"03/24/2022","109.43","111.41","113.51","107.79","106.02K","-2.29%"
"03/23/2022","111.99","105.84","112.34","105.69","120.34K","2.49%"
"03/22/2022","109.27","110.91","113.35","107.10","318.63K","-0.64%"
"03/21/2022","109.97","103.62","111.08","102.47","279.31K","5.03%"
"03/20/2022","104.70","103.28","104.92","102.56","6.16K","1.56%"
"03/18/2022","103.09","102.23","104.67","100.96","207.44K","1.42%"
"03/17/2022","101.65","94.08","102.69","93.41","221.54K","8.61%"
"03/16/2022","93.59","93.70","97.93","92.68","163.42K","-1.27%"
"03/15/2022","94.79","100.55","100.92","92.20","205.70K","-6.32%"
"03/14/2022","101.18","106.64","106.65","97.89","162.18K","-4.82%"
"03/11/2022","106.30","103.00","107.17","101.27","166.35K","3.21%"
"03/10/2022","102.99","106.59","110.91","102.38","203.84K","-1.96%"
"03/09/2022","105.05","120.66","122.73","99.55","249.98K","-12.20%"
"03/08/2022","119.65","116.98","124.98","113.66","200.16K","3.32%"
"03/07/2022","115.80","116.03","126.42","111.87","202.56K","3.29%"
"03/04/2022","112.11","105.04","112.54","104.36","167.99K","7.17%"
"03/03/2022","104.61","107.27","112.65","103.14","190.66K","-2.29%"
"03/02/2022","107.06","103.43","108.91","101.86","219.17K","6.84%"
"03/01/2022","100.21","93.88","103.06","93.21","285.55K","7.18%"
"02/28/2022","93.50","92.97","96.92","92.42","176.43K","4.02%"
"02/25/2022","89.89","91.48","93.73","88.49","160.46K","-1.15%"
"02/24/2022","90.94","91.08","98.44","89.65","289.12K","0.28%"
"02/23/2022","90.69","90.31","92.36","89.34","150.13K","-1.33%"
"02/22/2022","91.91","91.32","94.95","89.06","789.04K","-0.81%"
"02/21/2022","92.66","91.60","93.96","89.09","253.97K","1.14%"
"02/20/2022","91.62","91.25","91.74","91.08","9.15K","1.56%"
"02/18/2022","90.21","90.06","91.07","87.46","566.36K","0.19%"
"02/17/2022","90.04","89.25","91.51","88.83","442.04K","-1.95%"
"02/16/2022","91.83","90.31","93.07","88.20","351.33K","1.80%"
"02/15/2022","90.21","92.84","93.16","88.94","258.03K","-3.52%"
"02/14/2022","93.50","92.06","93.83","90.45","213.15K","2.28%"
"02/11/2022","91.42","88.56","92.74","87.79","310.81K","3.23%"
"02/10/2022","88.56","88.84","90.26","87.87","255.08K","0.03%"
"02/09/2022","88.53","88.40","89.17","87.15","255.17K","0.72%"
"02/08/2022","87.90","89.98","90.07","87.07","188.54K","-2.08%"
"02/07/2022","89.77","89.88","90.97","89.08","247.67K","-0.62%"
"02/04/2022","90.33","88.33","90.98","88.18","175.47K","2.13%"
"02/03/2022","88.45","86.40","88.59","85.24","220.87K","2.03%"
"02/02/2022","86.69","86.64","87.93","85.56","189.90K","0.27%"
"02/01/2022","86.46","86.45","87.12","84.92","151.60K","-0.03%"
"01/31/2022","86.49","85.92","86.68","84.96","144.70K","1.24%"
"01/28/2022","85.43","86.00","87.36","85.06","144.85K","0.16%"
"01/27/2022","85.29","85.71","87.08","84.90","153.94K","-0.78%"
"01/26/2022","85.96","84.10","86.51","83.84","175.93K","1.88%"
"01/25/2022","84.37","83.32","84.54","82.14","223.59K","2.38%"
"01/24/2022","82.41","83.84","85.10","81.06","153.83K","-2.06%"
"01/21/2022","84.14","83.65","84.53","81.96","159.57K","-1.65%"
"01/20/2022","85.55","85.06","87.10","84.20","532.20K","-0.29%"
"01/19/2022","85.80","85.89","86.79","84.99","511.05K","1.14%"
"01/18/2022","84.83","83.77","85.98","82.93","494.00K","1.36%"
"01/17/2022","83.69","83.29","83.85","82.93","106.77K","-0.18%"
"01/16/2022","83.84","83.77","84.09","83.68","6.88K","0.65%"
"01/14/2022","83.30","81.21","83.79","81.10","323.11K","2.06%"
"01/13/2022","81.62","82.12","82.29","80.91","289.31K","-0.49%"
"01/12/2022","82.02","80.71","82.41","80.55","303.16K","1.67%"
"01/11/2022","80.67","77.87","80.95","77.83","270.56K","3.82%"
"01/10/2022","77.70","78.51","78.92","77.34","210.84K","-0.94%"
"01/07/2022","78.44","79.00","79.82","78.07","229.28K","-0.56%"
"01/06/2022","78.88","76.79","79.56","76.28","244.00K","1.82%"
"01/05/2022","77.47","76.88","78.16","76.25","197.97K","0.95%"
"01/04/2022","76.74","75.80","77.40","75.47","156.45K","1.17%"
"01/03/2022","75.85","75.53","76.18","74.01","112.23K","1.30%"
"12/31/2021","74.88","76.12","76.68","74.63","63.14K","-2.26%"
"12/30/2021","76.61","76.20","77.06","75.42","61.02K","0.56%"
"12/29/2021","76.18","75.71","76.99","75.01","78.61K","0.77%"
"12/28/2021","75.60","75.58","76.50","75.12","66.33K","0.56%"
"12/27/2021","75.18","73.00","75.68","72.22","76.67K","2.40%"
"12/23/2021","73.42","72.59","73.60","71.84","95.32K","1.51%"
"12/22/2021","72.33","70.97","72.71","70.48","94.30K","2.13%"
"12/21/2021","70.82","68.94","71.21","68.27","99.77K","3.22%"
"12/20/2021","68.61","69.88","69.98","66.12","492.22K","-2.98%"
"12/17/2021","70.72","71.79","72.05","69.70","351.30K","-1.98%"
"12/16/2021","72.15","71.28","72.74","70.87","329.08K","2.11%"
"12/15/2021","70.66","70.12","71.45","69.21","191.20K","0.20%"
"12/14/2021","70.52","70.91","71.79","69.32","177.57K","-0.76%"
"12/13/2021","71.06","71.84","72.82","70.54","209.97K","-0.59%"
"12/10/2021","71.48","70.52","72.15","70.19","185.50K","0.97%"
"12/09/2021","70.79","72.36","73.13","70.23","144.30K","-1.93%"
"12/08/2021","72.18","71.62","72.75","70.74","162.64K","0.47%"
"12/07/2021","71.84","69.28","72.72","69.28","176.32K","3.67%"
"12/06/2021","69.30","66.85","69.95","66.62","109.15K","4.90%"
"12/04/2021","66.06","66.06","66.06","66.06","","-0.06%"
"12/03/2021","66.10","67.17","68.96","65.45","136.24K","-0.26%"
"12/02/2021","66.27","65.38","67.23","62.26","188.62K","1.38%"
"12/01/2021","65.37","66.68","69.18","64.62","164.81K","-0.73%"
"11/30/2021","65.85","69.69","70.86","64.16","184.46K","-5.42%"
"11/29/2021","69.62","68.93","72.48","68.40","169.53K","2.62%"
"11/26/2021","67.84","77.75","78.07","67.14","239.79K","-11.67%"
"11/25/2021","76.80","77.37","77.38","76.69","17.23K","-1.30%"
"11/24/2021","77.81","77.90","78.59","77.41","83.84K","-0.17%"
"11/23/2021","77.94","75.81","78.23","74.77","171.03K","2.39%"
"11/22/2021","76.12","75.07","76.47","74.06","112.64K","0.24%"
"11/19/2021","75.94","78.29","79.33","75.09","623.45K","-3.15%"
"11/18/2021","78.41","77.49","78.80","76.44","426.77K","1.11%"
"11/17/2021","77.55","79.60","79.71","76.93","504.94K","-2.75%"
"11/16/2021","79.74","79.80","80.68","78.97","208.60K","-0.01%"
"11/15/2021","79.75","79.59","80.04","78.28","185.74K","0.08%"
"11/12/2021","79.69","80.08","80.36","78.67","185.20K","-0.91%"
"11/11/2021","80.42","80.10","80.95","78.98","209.70K","0.45%"
"11/10/2021","80.06","82.89","83.30","79.53","242.72K","-3.03%"
"11/09/2021","82.56","80.87","82.99","80.56","249.60K","2.25%"
"11/08/2021","80.74","80.00","81.42","79.95","165.37K","0.76%"
"11/05/2021","80.13","78.32","80.51","77.78","184.24K","3.13%"
"11/04/2021","77.70","78.93","82.05","77.23","249.20K","-2.35%"
"11/03/2021","79.57","81.70","81.70","78.52","189.15K","-3.48%"
"11/02/2021","82.44","82.30","82.86","81.49","147.57K","-0.01%"
"11/01/2021","82.45","81.58","83.07","81.05","150.56K","0.82%"
"10/29/2021","81.78","81.71","81.96","80.14","173.71K","0.39%"
"10/28/2021","81.46","81.05","81.85","79.37","155.20K","-0.02%"
"10/27/2021","81.48","83.11","83.21","80.84","142.73K","-2.26%"
"10/26/2021","83.36","82.61","83.51","81.97","171.17K","0.91%"
"10/25/2021","82.61","82.64","83.83","82.24","255.20K","0.13%"
"10/22/2021","82.50","81.43","82.92","80.62","173.25K","1.40%"
"10/21/2021","81.36","82.45","82.71","79.79","169.88K","-2.47%"
"10/20/2021","83.42","82.46","83.65","80.78","530.69K","1.19%"
"10/19/2021","82.44","81.58","82.99","81.08","531.47K","0.92%"
"10/18/2021","81.69","82.00","83.18","81.21","501.07K","-0.05%"
"10/15/2021","81.73","80.93","82.00","80.86","284.73K","1.19%"
"10/14/2021","80.77","79.94","81.14","79.79","300.57K","1.19%"
"10/13/2021","79.82","79.83","80.36","78.78","304.96K","-0.13%"
"10/12/2021","79.92","79.89","80.79","78.88","358.20K","0.00%"
"10/11/2021","79.92","79.01","81.08","78.95","452.23K","1.47%"
"10/08/2021","78.76","78.47","79.62","78.20","446.50K","1.03%"
"10/07/2021","77.96","76.63","78.54","74.67","265.13K","1.17%"
"10/06/2021","77.06","78.58","79.39","76.48","200.17K","-1.92%"
"10/05/2021","78.57","77.29","79.09","77.17","238.92K","1.60%"
"10/04/2021","77.33","75.63","78.07","75.03","216.82K","2.32%"
"10/01/2021","75.58","74.74","75.68","73.92","169.25K","1.18%"
"09/30/2021","74.70","74.47","75.72","72.82","239.15K","0.27%"
"09/29/2021","74.50","73.95","75.39","73.37","169.91K","-0.53%"
"09/28/2021","74.90","75.05","76.26","73.86","177.68K","-0.24%"
"09/27/2021","75.08","73.83","75.35","73.79","207.11K","2.00%"
"09/24/2021","73.61","72.91","73.86","72.47","152.84K","0.90%"
"09/23/2021","72.95","71.60","73.10","71.29","185.63K","1.47%"
"09/22/2021","71.89","70.48","71.96","70.27","146.90K","1.99%"
